"leni","abdominable","bigfoot"
0.377147838899396,1.07917999211186,0.312481115028747
1.32782658709495,0.997347609621692,0.606025785594062
1.88907878225183,1.03999119840059,1.53661223599566
0.241609048218203,1.44707203288204,2.70203850304668
0.384894347921894,1.10669175502684,2.80612066045604
1.23854015125953,0.653776575227287,1.92119096565762
1.79995654616914,0.410471694693717,2.43371242731773
2.09111170317376,0.452853058174989,2.60089586726226
4.20229838147691,0.349336408231168,2.78988651021696
3.059536545792,0.485809573286214,2.91699627743712
1.64047255268032,0.532052416569455,2.64997772418282
2.99556998007393,0.588537852348455,3.71437798602902
1.71156325480968,1.0102984223391,3.50278278979763
3.03074617073721,0.386111551447485,3.39234037993434
3.31646873804728,0.357661243865511,2.78941141869906
4.57177006984983,0.273129596429092,3.52671578616137
4.01061022806957,0.060361880800827,3.21031075245694
1.88697098148805,0.0198385299010082,2.66181636407428
2.17772799534724,0.57470407889037,3.14652366598361
4.27711913958904,0.324281556249325,4.36348581790124
3.92000011348055,1.38355433299893,4.07923612958271
3.38834623472307,0.472309219130965,3.95536531035872
4.35490278687654,1.08797179402743,3.80383353555948
6.302187859136,0.27899016157704,4.63884414729092
4.99043152475546,0.285855674005617,4.88549554245335
5.57650255548807,0.233558294315421,4.57000091201574
3.33393669725619,0.696973046885236,4.69727546164945
4.17850726959694,0.303102799305491,3.88261833502988
5.00610865273757,0.187060689025013,3.00874329527756
4.1955478136471,0.667911845238439,3.17998669938983
3.91813107284635,0.206751101096182,3.32725243810928
1.27611866178794,0.586979597268096,2.83701228069901
0.638511751615884,0.279887749728935,2.10122911238652
2.05635508465112,0.293436590991235,2.24084576244573
1.35313893070089,0.62138906362072,1.55768552053116
0.995505687205983,1.09234589645789,1.28463018308333
0.235814090438389,2.38536604360599,0.781188491224213
0.0668656516143049,2.58007572772355,0.434910754140254
-0.561792621049901,2.38865203684777,1.06015002624616
-2.2540410296948,1.92018733567391,0.570030534485971
-2.14724625577653,1.93758613991721,0.0877602373804292
0.00886510415673358,2.20910040572096,0.561147698579119
-0.485143859074113,2.03561928622389,0.702983450203464
-1.21645971250498,2.26741705949354,0.75816812553136
0.0549262775830614,2.35294949223076,1.12199971853535
-0.742716903879151,2.27566698666087,1.15312301364637
-0.750854275659027,1.8950767141176,1.10781404332507
-0.213733672200726,1.77834179135901,0.94536355178654
0.989697167796812,2.12925116417412,1.68347836453996
1.77530301135912,1.57870694204466,2.51327706482015
2.31888653545588,1.16542160073693,1.91705289145209
2.27985373048845,1.31518339046819,1.94135118173418
1.50749631985796,0.865762783183529,2.01987805560099
2.3575819738428,0.389713756844571,2.13562416087792
1.06736582710287,0.554244261903967,1.8364170867135
2.29052583494189,0.78189790608183,1.29466772706366
0.188658004662622,1.28836854559808,0.473220102092744
0.713733174429036,2.10310853023147,1.08187468590249
-0.484673905372057,2.14253497264482,1.44738742590267
0.425953023720483,2.352703039047,2.22423242055193
-1.21093780476293,3.17681334754537,2.04512431016488
-0.36918526865775,3.26747710164658,1.83338226991736
0.597192414442972,3.26004368705377,1.71075307016334
0.919018382690329,2.82355363517265,1.56169242073831
1.62293320121363,2.21771994087413,1.10420850057231
0.74084699963807,2.30787629134712,1.69571785487371
-0.931532176576234,2.41559538775315,1.86654337957786
1.13355824481666,1.78347348428854,1.93245203975755
1.8278794034243,1.98444947686276,2.18428523019211
2.04416923109914,2.53353825777037,2.29387780731214
